JobID = 113206.sdb
 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on           72  process(es)
 Process grid is (           3 ,            4 ,            6 )
 Array size is   (         256 ,          256 ,          256 )
 Global size is  (         768 ,         1024 ,         1536 )
 
 Total amount of data =    9216.00000000000       MiB
 
 Clock resolution is    1.00000000000000      , usecs
 
 ------
 Serial                                                          
 ------
 
 time =    15.7236509323120      , rate =    586.123416226519       MiB/s
 time =    19.4725959300995      , rate =    473.280503179060       MiB/s
 time =    13.1234359741211      , rate =    702.255112012860       MiB/s
 time =    20.9188408851624      , rate =    440.559782953217       MiB/s
 time =    14.1640560626984      , rate =    650.661078945509       MiB/s
 time =    14.8068020343781      , rate =    622.416641932710       MiB/s
 time =    20.8845319747925      , rate =    441.283530371840       MiB/s
 mintime =    13.1234359741211      , maxrate =    702.255112012860       MiB/s
 avgtime =    16.6078181982040      , avgrate =    568.666609196655       MiB/s
 Deleting: unstriped/netcdf.dat                                            
 
 Writing to striped/netcdf.dat                                              
 time =    6.33138895034790      , rate =    1455.60477681498       MiB/s
