Function,CPU Time,CPU Time:Effective Time,CPU Time:Effective Time:Idle,CPU Time:Effective Time:Poor,CPU Time:Effective Time:Ok,CPU Time:Effective Time:Ideal,CPU Time:Effective Time:Over,CPU Time:Spin Time,CPU Time:Spin Time:Imbalance or Serial Spinning,CPU Time:Spin Time:Lock Contention,CPU Time:Spin Time:Other,CPU Time:Overhead Time,CPU Time:Overhead Time:Creation,CPU Time:Overhead Time:Scheduling,CPU Time:Overhead Time:Reduction,CPU Time:Overhead Time:Atomics,CPU Time:Overhead Time:Other,Module,Function (Full),Source File,Start Address
nbnxn_kernel_ElecEw_VdwLJFSw_F_4xn,14466.496575,14466.496575,0.0,0.940032,14465.556543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_ElecEw_VdwLJFSw_F_4xn(nbnxn_pairlist_t const*, nbnxn_atomdata_t const*, interaction_const_t const*, float (*)[3], float*, float*)",[Unknown],0xb90ef0
PMPI_Waitall,1578.280928,1394.236384,0.0,4.774679,1389.461705,0.0,0.0,184.044543,0.0,0.0,184.044543,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Waitall,waitall.c,0x124df0
PMPI_Sendrecv,744.846185,665.311219,0.0,2.536736,662.774484,0.0,0.0,79.534966,0.0,0.0,79.534966,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Sendrecv,sendrecv.c,0x10a4a0
spread_on_grid._omp_fn.1,420.707220,420.707220,0.0,0.0,420.707220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,spread_on_grid._omp_fn.1,[Unknown],0x2215d0
gather_f_bsplines,364.776849,364.776849,0.0,0.0,364.776849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"gather_f_bsplines(gmx_pme_t const*, float const*, int, pme_atomcomm_t const*, splinedata_t const*, float)",[Unknown],0x1fb720
fft5d_execute,261.011277,261.011277,0.0,0.0,261.011277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"fft5d_execute(fft5d_plan_t*, int, gmx_wallcycle*)",[Unknown],0xffb8e0
PMPI_Alltoall,224.842482,209.869139,0.0,0.0,209.869139,0.0,0.0,14.973343,0.0,0.0,14.973343,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Alltoall,alltoall.c,0x6ace0
nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn,196.749228,196.749228,0.0,0.218968,196.530260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn(nbnxn_pairlist_t const*, nbnxn_atomdata_t const*, interaction_const_t const*, float (*)[3], float*, float*, float*, float*)",[Unknown],0xb96600
nbnxn_kernel_prune_4xn,152.904960,152.904960,0.0,0.0,152.904960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_prune_4xn(nbnxn_pairlist_t*, nbnxn_atomdata_t const*, float const (*)[3], float)",[Unknown],0xd228a0
nbnxn_make_pairlist_part,150.908571,150.908571,0.0,0.0,150.908571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_make_pairlist_part(nbnxn_search*, nbnxn_grid_t const*, nbnxn_grid_t const*, nbnxn_search_work_t*, nbnxn_atomdata_t const*, t_blocka const&, float, int, int, int, int, int, float, int, int, nbnxn_pairlist_t*, t_nblist*)",[Unknown],0xf7f0e0
PMPI_Recv,128.576270,116.587512,0.0,0.539952,116.047560,0.0,0.0,11.988758,0.0,0.0,11.988758,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Recv,recv.c,0xfa8f0
