Function                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module                   Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Source File        Start Address     
__vdso_gettimeofday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0.199s                   0.199s                            0s                        0.010s                      0.189s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  [vdso]                   __vdso_gettimeofday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Unknown]          0xffffffffff700ca0
init_cginfo_mb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       0.193s                   0.193s                            0s                            0s                      0.193s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  init_cginfo_mb(_IO_FILE*, gmx_mtop_t const*, t_forcerec*, int, int*, int*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [Unknown]          0xf1ce40          
make_at2con                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.190s                   0.190s                            0s                            0s                      0.190s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  make_at2con                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [Unknown]          0xeeed90          
n1_5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0.190s                   0.190s                            0s                            0s                      0.190s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1_5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]          0x10ec400         
make_dp_periodic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0.180s                   0.180s                            0s                            0s                      0.180s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  make_dp_periodic(float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0x16bff0          
__cos_avx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            0.170s                   0.170s                            0s                            0s                      0.170s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libm-2.17.so             __cos_avx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x66ad0           
apply_extra_iter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0.170s                   0.170s                            0s                            0s                      0.170s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  apply_extra_iter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]          0x133d270         
gmx_pmeonly                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.160s                   0.160s                            0s                            0s                      0.160s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_pmeonly(gmx_pme_t*, t_commrec*, t_nrnb*, gmx_wallcycle*, gmx_walltime_accounting*, t_inputrec*, PmeRunMode)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]          0x20a180          
settle_set_constraints                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0.160s                   0.160s                            0s                            0s                      0.160s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  settle_set_constraints                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0xf03220          
hf_16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.160s                   0.160s                            0s                            0s                      0.160s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  hf_16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0x113f450         
n1_8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0.160s                   0.160s                            0s                        0.010s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1_8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]          0x10f0510         
fftwf_choose_radix                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   0.160s                   0.160s                            0s                            0s                      0.160s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_choose_radix                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]          0x10ddd30         
PMPI_Comm_split                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      0.159s                   0.149s                            0s                        0.050s                      0.099s                             0s                            0s              0.010s                                               0s                                  0s                    0.010s                      0s                               0s                                 0s                                0s                              0s                            0s  libmpi_mt.so             PMPI_Comm_split                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              comm_split.c       0x88590           
gmx_mtop_global_cgs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_mtop_global_cgs(gmx_mtop_t const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0x2b08b0          
calc_listed                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  calc_listed(t_commrec const*, gmx_wallcycle*, t_idef const*, float const (*)[3], history_t*, float (*)[3], gmx::ForceWithVirial*, t_forcerec const*, t_pbc const*, t_pbc const*, t_graph const*, gmx_enerdata_t*, t_nrnb*, float const*, t_mdatoms const*, t_fcdata*, int*, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]          0x179180          
n1_4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1_4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]          0x10ec2b0         
mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0x1338780         
_int_free                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            0.150s                   0.150s                            0s                        0.010s                      0.140s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc-2.17.so             _int_free                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x7c920           
nbnxn_set_atomorder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0.140s                   0.140s                            0s                            0s                      0.140s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_set_atomorder(nbnxn_search*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]          0xf7b250          
fftwf_md5putc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        0.139s                   0.139s                            0s                            0s                      0.139s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_md5putc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]          0x10e0d30         
clear_f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0.130s                   0.130s                            0s                            0s                      0.130s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  clear_f(nbnxn_atomdata_t const*, int, float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]          0xe63c10          
do_per_step                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.130s                   0.130s                            0s                            0s                      0.130s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  do_per_step(long, long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0xfc2910          
mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0.130s                   0.130s                            0s                        0.010s                      0.120s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0x133d390         
