Function                                                                                                                                                                                                                                                          CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module                   Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Source File       Start Address     
init_cginfo_mb                                                                                                                                                                                                                                                      0.164s                   0.164s                            0s                            0s                      0.164s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  init_cginfo_mb(_IO_FILE*, gmx_mtop_t const*, t_forcerec*, int, int*, int*)                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]         0xf1ce40          
init_ekindata                                                                                                                                                                                                                                                       0.161s                   0.161s                            0s                            0s                      0.161s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  init_ekindata(_IO_FILE*, gmx_mtop_t*, t_grpopts*, gmx_ekindata_t*)                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]         0xfc2bc0          
func@0xdf70                                                                                                                                                                                                                                                         0.160s                   0.160s                            0s                            0s                      0.160s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1.0.0         func@0xdf70                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]         0xdf70            
open                                                                                                                                                                                                                                                                0.160s                       0s                            0s                            0s                          0s                             0s                            0s              0.160s                                               0s                                  0s                    0.160s                      0s                               0s                                 0s                                0s                              0s                            0s  libpthread-2.17.so       open                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]         0xe9a0            
do_per_step                                                                                                                                                                                                                                                         0.159s                   0.159s                            0s                            0s                      0.159s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  do_per_step(long, long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0xfc2910          
csettle                                                                                                                                                                                                                                                             0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  csettle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0xf04130          
n1fv_10                                                                                                                                                                                                                                                             0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1fv_10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0x11aa6b0         
apply_extra_iter                                                                                                                                                                                                                                                    0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  apply_extra_iter                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]         0x133d270         
dd_make_local_constraints                                                                                                                                                                                                                                           0.150s                   0.150s                            0s                            0s                      0.150s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_make_local_constraints(gmx_domdec_t*, int, gmx_mtop_t const*, int const*, gmx_constr*, int, t_ilist*)                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]         0x1dcb40          
dd_make_reverse_top                                                                                                                                                                                                                                                 0.149s                   0.149s                            0s                            0s                      0.149s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_make_reverse_top(_IO_FILE*, gmx_domdec_t*, gmx_mtop_t const*, gmx_vsite_t const*, t_inputrec const*, int)                                                                                                                                                                                                                                                                                                                                                                                   [Unknown]         0x1ed270          
n1_4                                                                                                                                                                                                                                                                0.140s                   0.140s                            0s                            0s                      0.140s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1_4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]         0x10ec2b0         
mkplan                                                                                                                                                                                                                                                              0.140s                   0.140s                            0s                            0s                      0.140s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]         0x133d390         
unwrap_periodic_pmegrid                                                                                                                                                                                                                                             0.139s                   0.139s                            0s                            0s                      0.139s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  unwrap_periodic_pmegrid(gmx_pme_t*, float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]         0x205490          
gmx::erfinv                                                                                                                                                                                                                                                         0.139s                   0.139s                            0s                        0.020s                      0.119s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx::erfinv(double)                                                                                                                                                                                                                                                                                                                                                                                                                                                                            [Unknown]         0x251ee0          
std::string::string                                                                                                                                                                                                                                                 0.139s                   0.139s                            0s                        0.040s                      0.099s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libstdc++.so.6.0.22      std::string::string(char const*, std::allocator<char> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                  basic_string.tcc  0xd05a0           
gmx_omp_nthreads_get                                                                                                                                                                                                                                                0.130s                   0.130s                            0s                            0s                      0.130s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_omp_nthreads_get(int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]         0xf39c60          
constrain_lincs                                                                                                                                                                                                                                                     0.130s                   0.130s                            0s                            0s                      0.130s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  constrain_lincs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]         0xee9f60          
n1fv_20                                                                                                                                                                                                                                                             0.130s                   0.130s                            0s                            0s                      0.130s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1fv_20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0x11b13b0         
OS_BARESYSCALL_DoCallAsmIntel64Linux                                                                                                                                                                                                                                0.130s                   0.130s                            0s                        0.130s                          0s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc-dynamic.so          OS_BARESYSCALL_DoCallAsmIntel64Linux                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]         0x70e5c           
__cos_avx                                                                                                                                                                                                                                                           0.120s                   0.120s                            0s                            0s                      0.120s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libm-2.17.so             __cos_avx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]         0x66ad0           
calc_listed                                                                                                                                                                                                                                                         0.120s                   0.120s                            0s                            0s                      0.120s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  calc_listed(t_commrec const*, gmx_wallcycle*, t_idef const*, float const (*)[3], history_t*, float (*)[3], gmx::ForceWithVirial*, t_forcerec const*, t_pbc const*, t_pbc const*, t_graph const*, gmx_enerdata_t*, t_nrnb*, float const*, t_mdatoms const*, t_fcdata*, int*, int)                                                                                                                                                                                                               [Unknown]         0x179180          
ddCloseBalanceRegionCpu                                                                                                                                                                                                                                             0.120s                   0.120s                            0s                            0s                      0.120s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  ddCloseBalanceRegionCpu(gmx_domdec_t const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                   [Unknown]         0x1a4eb0          
n1bv_14                                                                                                                                                                                                                                                             0.120s                   0.120s                            0s                            0s                      0.120s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0x11a4140         
gmx_pmeonly                                                                                                                                                                                                                                                         0.119s                   0.119s                            0s                            0s                      0.119s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_pmeonly(gmx_pme_t*, t_commrec*, t_nrnb*, gmx_wallcycle*, gmx_walltime_accounting*, t_inputrec*, PmeRunMode)                                                                                                                                                                                                                                                                                                                                                                                [Unknown]         0x20a180          
fftwf_md5putc                                                                                                                                                                                                                                                       0.119s                   0.119s                            0s                            0s                      0.119s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_md5putc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [Unknown]         0x10e0d30         
inputrecNeedMutot                                                                                                                                                                                                                                                   0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  inputrecNeedMutot(t_inputrec const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]         0x25cd60          
dd_cycles_add                                                                                                                                                                                                                                                       0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_cycles_add(gmx_domdec_t const*, float, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                 [Unknown]         0x1c73c0          
make_at2con                                                                                                                                                                                                                                                         0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  make_at2con                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]         0xeeed90          
n1bv_8                                                                                                                                                                                                                                                              0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]         0x12d9c50         
n1bv_10                                                                                                                                                                                                                                                             0.110s                   0.110s                            0s                        0.010s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]         0x119e4a0         
make_dp_periodic                                                                                                                                                                                                                                                    0.109s                   0.109s                            0s                            0s                      0.109s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  make_dp_periodic(float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]         0x16bff0          
gmx_gettime                                                                                                                                                                                                                                                         0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_gettime                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]         0x2a12d0          
PMPI_Send                                                                                                                                                                                                                                                           0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libmpi_mt.so             PMPI_Send                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      send.c            0x10a150          
check_box                                                                                                                                                                                                                                                           0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  check_box(int, float const (*)[3])                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]         0x283520          
fftwf_dft_solve                                                                                                                                                                                                                                                     0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_dft_solve                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]         0x10e44d0         
