Function,CPU Time,CPU Time:Effective Time,CPU Time:Effective Time:Idle,CPU Time:Effective Time:Poor,CPU Time:Effective Time:Ok,CPU Time:Effective Time:Ideal,CPU Time:Effective Time:Over,CPU Time:Spin Time,CPU Time:Spin Time:Imbalance or Serial Spinning,CPU Time:Spin Time:Lock Contention,CPU Time:Spin Time:Other,CPU Time:Overhead Time,CPU Time:Overhead Time:Creation,CPU Time:Overhead Time:Scheduling,CPU Time:Overhead Time:Reduction,CPU Time:Overhead Time:Atomics,CPU Time:Overhead Time:Other,Module,Function (Full),Source File,Start Address
nbnxn_kernel_ElecEw_VdwLJFSw_F_4xn,7251.994264,7251.994264,0.0,1.050082,7250.944182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_ElecEw_VdwLJFSw_F_4xn(nbnxn_pairlist_t const*, nbnxn_atomdata_t const*, interaction_const_t const*, float (*)[3], float*, float*)",[Unknown],0xb90ef0
PMPI_Waitall,740.608991,655.553181,0.0,1.160001,654.393181,0.0,0.0,85.055810,0.0,0.0,85.055810,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Waitall,waitall.c,0x124df0
PMPI_Sendrecv,603.461247,536.233051,0.0,0.800030,535.433021,0.0,0.0,67.228195,0.0,0.0,67.228195,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Sendrecv,sendrecv.c,0x10a4a0
PMPI_Recv,221.164560,197.081054,0.0,1.099938,195.981116,0.0,0.0,24.083506,0.0,0.0,24.083506,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Recv,recv.c,0xfa8f0
spread_on_grid._omp_fn.1,216.141834,216.141834,0.0,0.030019,216.111816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,spread_on_grid._omp_fn.1,[Unknown],0x2215d0
PMPI_Alltoall,194.458033,179.027943,0.0,0.089996,178.937947,0.0,0.0,15.430090,0.0,0.0,15.430090,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Alltoall,alltoall.c,0x6ace0
gather_f_bsplines,177.356304,177.356304,0.0,0.080000,177.276304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"gather_f_bsplines(gmx_pme_t const*, float const*, int, pme_atomcomm_t const*, splinedata_t const*, float)",[Unknown],0x1fb720
fft5d_execute,132.297409,132.297409,0.0,0.020006,132.277403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"fft5d_execute(fft5d_plan_t*, int, gmx_wallcycle*)",[Unknown],0xffb8e0
PMPI_Bcast,113.947487,100.616345,0.0,3.088016,97.528329,0.0,0.0,13.331142,0.0,0.0,13.331142,0.0,0.0,0.0,0.0,0.0,0.0,libmpi_mt.so,PMPI_Bcast,bcast.c,0x74c20
nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn,98.193088,98.193088,0.0,0.040003,98.153085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn(nbnxn_pairlist_t const*, nbnxn_atomdata_t const*, interaction_const_t const*, float (*)[3], float*, float*, float*, float*)",[Unknown],0xb96600
nbnxn_kernel_prune_4xn,77.816008,77.816008,0.0,0.0,77.816008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_kernel_prune_4xn(nbnxn_pairlist_t*, nbnxn_atomdata_t const*, float const (*)[3], float)",[Unknown],0xd228a0
nbnxn_make_pairlist_part,76.508382,76.508382,0.0,0.0,76.508382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"nbnxn_make_pairlist_part(nbnxn_search*, nbnxn_grid_t const*, nbnxn_grid_t const*, nbnxn_search_work_t*, nbnxn_atomdata_t const*, t_blocka const&, float, int, int, int, int, int, float, int, int, nbnxn_pairlist_t*, t_nblist*)",[Unknown],0xf7f0e0
solve_pme_yzx,50.890670,50.890670,0.0,0.0,50.890670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libgromacs_mpi.so.3.3.0,"solve_pme_yzx(gmx_pme_t const*, t_complex*, float, int, int, int)",[Unknown],0x2145c0
